1,1.163,1.292,0.000,0.000,0.000,0.000,1
2,1.163,1.292,0.259,0.000,0.000,0.000,1
3,1.163,1.292,0.948,0.000,0.000,0.000,1
4,1.163,1.292,1.734,0.000,0.000,0.000,1
5,1.163,1.292,2.417,0.000,0.000,0.000,1
6,1.163,1.292,2.931,0.000,0.000,0.000,1
7,1.163,1.292,3.274,0.000,0.000,0.000,1
8,1.163,1.292,3.469,0.000,0.000,0.000,1
9,1.163,1.292,3.563,0.000,0.000,0.000,1
10,1.163,1.292,3.592,0.000,0.000,0.000,9.0
11,1.163,1.292,3.588,0.000,-0.140,0.167,9.0
12,1.163,1.291,3.570,0.000,-0.231,0.275,9.0
13,1.161,1.290,3.549,0.000,-0.268,0.255,9.0
14,1.159,1.287,3.530,0.000,-0.232,0.170,9.0
15,1.156,1.284,3.516,0.000,0.022,-0.073,9.0
16,1.153,1.282,3.507,0.000,0.228,-0.252,9.0
17,1.151,1.280,3.505,0.000,0.318,-0.315,5.0
18,1.150,1.279,3.505,0.000,0.084,-0.210,5.0
19,1.149,1.278,3.504,0.000,-0.095,0.035,5.0
20,1.148,1.278,3.503,0.000,-0.198,0.226,5.0
21,1.146,1.277,3.503,0.000,-0.219,0.305,5.0
22,1.143,1.275,3.502,0.000,-0.171,0.277,5.0
23,1.140,1.272,3.502,0.000,-0.089,0.179,5.0
24,1.137,1.268,3.501,0.000,-0.006,0.059,5.0
25,1.133,1.264,3.501,0.000,0.053,-0.042,5.0
26,1.130,1.261,3.500,0.000,0.077,-0.097,5.0
27,1.127,1.257,3.500,0.000,0.069,-0.105,5.0
28,1.124,1.254,3.500,0.000,0.041,-0.076,5.0
29,1.121,1.251,3.500,0.000,0.007,-0.030,5.0
30,1.118,1.249,3.499,0.000,-0.020,0.013,5.0
31,1.116,1.246,3.499,0.000,-0.034,0.041,5.0
32,1.113,1.243,3.499,0.000,-0.033,0.049,5.0
33,1.110,1.240,3.499,0.000,-0.023,0.040,5.0
34,1.107,1.237,3.499,0.000,-0.008,0.021,5.0
35,1.104,1.233,3.498,0.000,0.005,0.001,5.0
36,1.100,1.230,3.498,0.000,0.013,-0.014,5.0
37,1.097,1.227,3.498,0.000,0.015,-0.020,5.0
38,1.094,1.223,3.498,0.000,0.012,-0.019,5.0
39,1.091,1.220,3.498,0.000,0.007,-0.013,5.0
40,1.088,1.217,3.498,0.000,0.001,-0.004,5.0
41,1.085,1.214,3.498,0.000,-0.003,0.003,5.0
42,1.082,1.211,3.498,0.000,-0.005,0.006,5.0
43,1.079,1.208,3.498,0.000,-0.004,0.007,5.0
44,1.076,1.204,3.498,0.000,-0.002,0.004,5.0
45,1.073,1.201,3.498,0.000,0.001,0.001,5.0
46,1.070,1.198,3.498,0.000,0.003,-0.002,5.0
47,1.067,1.195,3.498,0.000,0.004,-0.004,5.0
48,1.064,1.192,3.498,0.000,0.004,-0.005,5.0
49,1.061,1.188,3.498,0.000,0.003,-0.004,5.0
50,1.058,1.185,3.497,0.000,0.002,-0.003,5.0
51,1.055,1.182,3.497,0.000,0.152,-0.160,5.0
52,1.052,1.179,3.497,0.000,0.099,-0.104,5.0
