1,-8.791,0.529,0.000,0.000,0.000,0.008,-1
2,-8.791,0.529,0.000,0.000,0.000,0.009,-1
3,-8.791,0.529,0.000,0.000,0.000,0.005,-1
4,-8.791,0.529,0.000,0.000,0.000,0.006,-1
5,-8.791,0.529,0.000,0.000,0.000,0.007,-1
6,-8.791,0.529,0.000,0.000,0.000,0.006,-1
7,-8.791,0.529,0.000,0.000,0.000,0.006,-1
8,-8.791,0.529,0.000,0.000,0.000,0.007,-1
9,-8.791,0.529,0.000,0.000,0.000,0.006,5
10,-8.784,0.529,0.000,0.054,-0.032,0.005,5
11,-8.776,0.529,0.000,0.188,-0.066,-0.008,5
12,-8.769,0.529,0.000,0.411,-0.099,-0.008,5
13,-8.761,0.530,0.000,0.724,-0.132,-0.003,5
14,-8.754,0.530,0.000,1.125,-0.165,-0.001,5
15,-8.747,0.530,0.000,1.608,-0.198,-0.000,5
16,-8.739,0.530,0.000,2.173,-0.230,0.003,5
17,-8.736,0.530,0.000,2.862,-0.244,0.007,5
18,-8.733,0.530,0.000,3.724,-0.257,0.012,11
19,-8.731,0.530,0.000,4.778,-0.268,0.017,11
20,-8.728,0.530,0.000,6.060,-0.277,0.024,11
21,-8.727,0.530,0.000,7.629,-0.284,0.033,11
22,-8.725,0.529,0.000,9.557,-0.289,0.043,10
23,-8.722,0.531,0.000,11.392,-0.304,0.055,10
24,-8.718,0.532,0.000,12.585,-0.319,0.066,10
25,-8.714,0.533,0.000,13.118,-0.337,0.073,10
26,-8.710,0.535,0.000,12.984,-0.357,0.077,10
27,-8.706,0.536,0.000,12.195,-0.378,0.076,10
28,-8.701,0.538,0.000,10.813,-0.400,0.071,10
29,-8.697,0.539,0.000,8.997,-0.421,0.061,10
30,-8.693,0.540,0.000,6.899,-0.443,0.048,10
31,-8.689,0.540,0.000,4.629,-0.465,0.032,11
32,-8.688,0.540,0.000,2.557,-0.469,0.016,-1
33,-8.688,0.540,0.000,0.816,-0.469,0.023,-1
34,-8.689,0.540,0.000,-0.768,-0.464,-0.000,36
35,-8.687,0.540,0.000,-2.172,-0.474,-0.018,-1
36,-8.686,0.540,0.000,-3.556,-0.477,-0.032,-1
37,-8.686,0.539,0.000,-5.081,-0.476,-0.049,-1
