1.57932,1.15713,-0.00207398,-47.0353,-0.376238,0.0818304,45.0005,0.376237,-0.0818322,0,0,0,0,0,0,1,drone2
1.57669,1.15525,-0.00384809,-47.5828,-0.534447,0.0992942,45.0009,0.534447,-0.0992985,0,0,0,0,0,0,1,drone2
1.58153,1.15228,-0.00304693,-47.3035,-1.01968,0.587359,45.0105,1.01963,-0.587452,0,0,0,0,0,0,1,drone2
1.57692,1.14487,-0.00590562,-46.7314,-1.24526,0.273303,45.0059,1.24524,-0.273368,0,0,0,0,0,0,1,drone2
1.57164,1.13317,-0.00322362,-46.1905,-1.2541,-0.442723,44.9903,1.25406,0.442829,0,0,0,0,0,0,1,drone2
1.56835,1.12275,-0.00240614,-45.7064,-0.829465,-0.874858,44.9873,0.829368,0.87495,0,0,0,0,0,0,1,drone2
1.57055,1.11396,-0.00395041,-45.4262,-0.380688,-1.17416,44.9922,0.380608,1.17418,0,0,0,0,0,0,1,drone2
1.58192,1.11186,-0.0104265,-45.2119,-0.660768,-0.879253,44.9899,0.66069,0.879312,0,0,0,0,0,0,1,drone2
1.59705,1.12341,-0.0189537,-45.207,-0.957035,-0.193488,44.9968,0.957029,0.193515,0,0,0,0,0,0,1,drone2
1.61151,1.14181,-0.0220325,-45.3235,-0.573996,0.956492,45.0096,0.573916,-0.95654,0,0,0,0,0,0,1,drone2
1.61278,1.16117,-0.0144167,-45.3893,0.526975,1.60343,44.9853,-0.526769,-1.6035,0,0,0,0,0,0,1,drone2
1.61013,1.1762,-0.00350334,-45.2743,1.14031,1.56334,44.9689,-1.13989,-1.56365,0,0,0,0,0,0,1,drone2
1.60866,1.18225,-0.00194478,-45.1652,1.2595,1.59745,44.9649,-1.25901,-1.59784,0,0,0,0,0,0,1,drone2
1.60636,1.1796,-0.00537406,-45.1257,0.592257,1.48744,44.9846,-0.592057,-1.48752,0,0,0,0,0,0,1,drone2
1.59783,1.17757,-0.00833042,-45.0005,0.162669,0.893914,44.9975,-0.162649,-0.893918,0,0,0,0,0,0,1,drone2
1.60139,1.1769,-0.00851596,-44.9104,-0.541631,0.606259,45.0057,0.5416,-0.606286,0,0,0,0,0,0,1,drone2
1.60741,1.17953,-0.0109025,-44.9034,-0.982334,1.0232,45.0175,0.982177,-1.02335,0,0,0,0,0,0,1,drone2
1.60727,1.18451,-0.0102326,-44.825,-0.547954,1.24071,45.0119,0.547826,-1.24076,0,0,0,0,0,0,1,drone2
1.60314,1.18657,-0.0127797,-44.7454,-0.101057,0.878481,45.0015,0.101045,-0.878483,0,0,0,0,0,0,1,drone2
1.59222,1.18764,-0.0144672,-44.8133,0.255651,-0.0353263,45.0002,-0.255651,0.0353267,0,0,0,0,0,0,1,drone2
1.58625,1.18959,-0.00273768,-44.8607,0.232147,-0.49254,45.002,-0.232139,0.492544,0,0,0,0,0,0,1,drone2
1.5849,1.19895,0.00332144,-44.858,0.195905,-0.0753068,45.0003,-0.195905,0.0753072,0,0,0,0,0,0,1,drone2
1.57974,1.21102,0.00666771,-44.9198,0.395837,0.221617,44.9985,-0.395834,-0.221622,0,0,0,0,0,0,1,drone2
1.57813,1.2193,0.00948839,-45.1142,0.766803,0.265584,44.9964,-0.766794,-0.265608,0,0,0,0,0,0,1,drone2
1.57723,1.22796,0.00993104,-45.1924,1.03668,0.50155,44.9909,-1.03664,-0.501632,0,0,0,0,0,0,1,drone2
1.57587,1.23301,0.00278789,-45.3281,1.22339,0.717008,44.9847,-1.2233,-0.717172,0,0,0,0,0,0,1,drone2
1.58253,1.23614,0.0761597,-45.2434,0.657707,1.0157,44.9883,-0.657603,-1.01577,0,0,0,0,0,0,1,drone2
1.5942,1.22984,0.253525,-45.3045,-0.470673,1.37822,45.0113,0.470537,-1.37827,0,0,0,0,0,0,1,drone2
1.60805,1.2173,0.458285,-45.3849,-1.72276,1.28293,45.0386,1.72233,-1.28351,0,0,0,0,0,0,1,drone2
1.61951,1.20737,0.662721,-45.3408,-2.27598,1.10431,45.0439,2.27556,-1.10518,0,0,0,0,0,0,1,drone2
1.62056,1.19747,0.851329,-45.3563,-1.9455,0.50282,45.0171,1.94543,-0.50311,0,0,0,0,0,0,1,drone2
1.6183,1.18204,1.01534,-45.2817,-1.5838,-0.468866,44.987,1.58374,0.469045,0,0,0,0,0,0,1,drone2
